"orthology_group","gene_stable_id","protein_stable_id","species","orthology_designation"
"000058122","YER101C","YER101C","saccharomyces_cerevisiae","all life"
"000058122","YJR159W","YJR159W","saccharomyces_cerevisiae","all life"
"000058122","YLR070C","YLR070C","saccharomyces_cerevisiae","all life"
"000058122","YLR460C","YLR460C","saccharomyces_cerevisiae","all life"
"000058122","YML131W","YML131W","saccharomyces_cerevisiae","all life"
"000058122","YMR083W","YMR083W","saccharomyces_cerevisiae","all life"
"000058122","YMR303C","YMR303C","saccharomyces_cerevisiae","all life"
"000058122","YMR318C","YMR318C","saccharomyces_cerevisiae","all life"
"000058122","YNL134C","YNL134C","saccharomyces_cerevisiae","all life"
"000058122","YOL086C","YOL086C","saccharomyces_cerevisiae","all life"
"000058122","b0325","AAC73428","escherichia_coli","all life"
"000058122","b0356","AAC73459","escherichia_coli","all life"
"000058122","b0608","AAC73709","escherichia_coli","all life"
"000058122","b1313","AAC74395","escherichia_coli","all life"
"000058122","b1478","AAC74551","escherichia_coli","all life"
"000058122","b1580","AAC74652","escherichia_coli","all life"
"000058122","b1774","AAC74844","escherichia_coli","all life"
"000058122","b1776","AAC74846","escherichia_coli","all life"
"000058122","b2091","AAC75152","escherichia_coli","all life"
"000058122","b2545","AAC75598","escherichia_coli","all life"
"000058122","b3253","AAC76285","escherichia_coli","all life"
"000058122","b3616","AAC76640","escherichia_coli","all life"
"000058122","b4267","AAC77224","escherichia_coli","all life"
"000058122","b4269","AAC77226","escherichia_coli","all life"
"000058122","b4358","AAC77314","escherichia_coli","all life"
"000058122","b4465","AAT48154","escherichia_coli","all life"
"000058123","AT1G22430","AT1G22430.1","arabidopsis_thaliana","all life"
"000058123","AT1G22440","AT1G22440.1","arabidopsis_thaliana","all life"
"000058123","AT1G32780","AT1G32780.1","arabidopsis_thaliana","all life"
"000058123","AT1G64710","AT1G64710.1","arabidopsis_thaliana","all life"
"000058123","AT1G72680","AT1G72680.1","arabidopsis_thaliana","all life"
"000058123","AT1G77120","AT1G77120.1","arabidopsis_thaliana","all life"
"000058123","AT2G21730","AT2G21730.1","arabidopsis_thaliana","all life"
"000058123","AT2G21890","AT2G21890.1","arabidopsis_thaliana","all life"
"000058123","AT3G15090","AT3G15090.1","arabidopsis_thaliana","all life"
"000058123","AT3G19450","AT3G19450.1","arabidopsis_thaliana","all life"
"000058123","AT3G56460","AT3G56460.1","arabidopsis_thaliana","all life"
"000058123","AT3G59845","AT3G59845.1","arabidopsis_thaliana","all life"
"000058123","AT4G13010","AT4G13010.1","arabidopsis_thaliana","all life"
"000058123","AT4G21580","AT4G21580.1","arabidopsis_thaliana","all life"
"000058123","AT4G22110","AT4G22110.2","arabidopsis_thaliana","all life"
"000058123","AT4G34230","AT4G34230.1","arabidopsis_thaliana","all life"
"000058123","AT4G37970","AT4G37970.1","arabidopsis_thaliana","all life"
"000058123","AT4G37980","AT4G37980.1","arabidopsis_thaliana","all life"
"000058123","AT4G37990","AT4G37990.1","arabidopsis_thaliana","all life"
"000058123","AT4G39330","AT4G39330.1","arabidopsis_thaliana","all life"
"000058123","AT5G24760","AT5G24760.1","arabidopsis_thaliana","all life"
"000058123","AT5G42250","AT5G42250.1","arabidopsis_thaliana","all life"
"000058123","AT5G43940","AT5G43940.2","arabidopsis_thaliana","all life"
"000058123","AT5G61510","AT5G61510.1","arabidopsis_thaliana","all life"
"000058123","AT5G63620","AT5G63620.1","arabidopsis_thaliana","all life"
"000058123","ENSDARG00000024278","ENSDARP00000042765","danio_rerio","all life"
"000058123","ENSDARG00000080010","ENSDARP00000099464","danio_rerio","all life"
"000058123","ENSDARG00000087262","ENSDARP00000117359","danio_rerio","all life"
"000058123","ENSDARG00000088366","ENSDARP00000096381","danio_rerio","all life"
"000058123","ENSDARG00000091211","ENSDARP00000024643","danio_rerio","all life"
"000058123","ENSG00000115129","ENSP00000238721","homo_sapiens","all life"
"000058123","ENSG00000130347","ENSP00000358059","homo_sapiens","all life"
"000058123","ENSG00000140043","ENSP00000452280","homo_sapiens","all life"
"000058123","ENSG00000172955","ENSP00000378359","homo_sapiens","all life"
"000058123","ENSG00000180011","ENSP00000323678","homo_sapiens","all life"
"000058123","ENSG00000187758","ENSP00000209668","homo_sapiens","all life"
"000058123","ENSG00000196616","ENSP00000306606","homo_sapiens","all life"
"000058123","ENSG00000197894","ENSP00000296412","homo_sapiens","all life"
"000058123","ENSG00000198099","ENSP00000424630","homo_sapiens","all life"
"000058123","ENSG00000258653","ENSP00000451484","homo_sapiens","all life"
"000058123","ENSMUSG00000074207","ENSMUSP00000004232","mus_musculus","all life"
"000058123","FBgn0011768","FBpp0081767","drosophila_melanogaster","all life"
"000058123","FBgn0033188","FBpp0088031","drosophila_melanogaster","all life"
"000058123","SPAC2E1P3.01","SPAC2E1P3.01.1:pep","schizosaccharomyces_pombe","all life"
"000058123","SPAPB24D3.08c","SPAPB24D3.08c.1:pep","schizosaccharomyces_pombe","all life"
"000058123","SPBC1198.01","SPBC1198.01.1:pep","schizosaccharomyces_pombe","all life"
"000058123","SPBC1539.07c","SPBC1539.07c.1:pep","schizosaccharomyces_pombe","all life"
"000058123","SPBC1773.05c","SPBC1773.05c.1:pep","schizosaccharomyces_pombe","all life"
"000058123","SPBC1773.06c","SPBC1773.06c.1:pep","schizosaccharomyces_pombe","all life"
"000058123","SPBC337.11","SPBC337.11.1:pep","schizosaccharomyces_pombe","all life"
"000058123","SPCC13B11.01","SPCC13B11.01.1:pep","schizosaccharomyces_pombe","all life"
"000058123","SPCC13B11.04c","SPCC13B11.04c.1:pep","schizosaccharomyces_pombe","all life"
"000058123","WBGene00010790","K12G11.3.1","caenorhabditis_elegans","all life"
"000058123","WBGene00010791","K12G11.4.1","caenorhabditis_elegans","all life"
"000058123","WBGene00014096","ZK829.7.1","caenorhabditis_elegans","all life"
"000058123","WBGene00017060","D2063.1.1","caenorhabditis_elegans","all life"
"000058123","WBGene00019240","H24K24.3b.1","caenorhabditis_elegans","all life"
"000058123","YAL060W","YAL060W","saccharomyces_cerevisiae","all life"
"000058123","YAL061W","YAL061W","saccharomyces_cerevisiae","all life"
"000058123","YBL068W-A","YBL068W-A","saccharomyces_cerevisiae","all life"
"000058123","YBL069W","YBL069W","saccharomyces_cerevisiae","all life"
"000058123","YBR145W","YBR145W","saccharomyces_cerevisiae","all life"
"000058123","YCR102C","YCR102C","saccharomyces_cerevisiae","all life"
"000058123","YCR105W","YCR105W","saccharomyces_cerevisiae","all life"
"000058123","YDL168W","YDL168W","saccharomyces_cerevisiae","all life"
"000058123","YDL246C","YDL246C","saccharomyces_cerevisiae","all life"
"000058123","YER101C","YER101C","saccharomyces_cerevisiae","all life"
"000058123","YJR159W","YJR159W","saccharomyces_cerevisiae","all life"
"000058123","YLR070C","YLR070C","saccharomyces_cerevisiae","all life"
"000058123","YLR460C","YLR460C","saccharomyces_cerevisiae","all life"
"000058123","YML131W","YML131W","saccharomyces_cerevisiae","all life"
"000058123","YMR083W","YMR083W","saccharomyces_cerevisiae","all life"
"000058123","YMR303C","YMR303C","saccharomyces_cerevisiae","all life"
"000058123","YMR318C","YMR318C","saccharomyces_cerevisiae","all life"
"000058123","YNL134C","YNL134C","saccharomyces_cerevisiae","all life"
"000058123","YOL086C","YOL086C","saccharomyces_cerevisiae","all life"
"000058123","b0325","AAC73428","escherichia_coli","all life"
"000058123","b0356","AAC73459","escherichia_coli","all life"
"000058123","b0608","AAC73709","escherichia_coli","all life"
"000058123","b1313","AAC74395","escherichia_coli","all life"
"000058123","b1478","AAC74551","escherichia_coli","all life"
"000058123","b1580","AAC74652","escherichia_coli","all life"
"000058123","b1774","AAC74844","escherichia_coli","all life"
"000058123","b1776","AAC74846","escherichia_coli","all life"
"000058123","b2091","AAC75152","escherichia_coli","all life"
"000058123","b2545","AAC75598","escherichia_coli","all life"
"000058123","b3253","AAC76285","escherichia_coli","all life"
"000058123","b3616","AAC76640","escherichia_coli","all life"
"000058123","b4267","AAC77224","escherichia_coli","all life"
"000058123","b4269","AAC77226","escherichia_coli","all life"
"000058123","b4358","AAC77314","escherichia_coli","all life"
"000058123","b4465","AAT48154","escherichia_coli","all life"
"000058124","AT1G22430","AT1G22430.1","arabidopsis_thaliana","all life"
"000058124","AT1G22440","AT1G22440.1","arabidopsis_thaliana","all life"
"000058124","AT1G32780","AT1G32780.1","arabidopsis_thaliana","all life"
"000058124","AT1G64710","AT1G64710.1","arabidopsis_thaliana","all life"
"000058124","AT1G72680","AT1G72680.1","arabidopsis_thaliana","all life"
"000058124","AT1G77120","AT1G77120.1","arabidopsis_thaliana","all life"
"000058124","AT2G21730","AT2G21730.1","arabidopsis_thaliana","all life"
"000058124","AT2G21890","AT2G21890.1","arabidopsis_thaliana","all life"
"000058124","AT3G15090","AT3G15090.1","arabidopsis_thaliana","all life"
"000058124","AT3G19450","AT3G19450.1","arabidopsis_thaliana","all life"
"000058124","AT3G56460","AT3G56460.1","arabidopsis_thaliana","all life"
"000058124","AT3G59845","AT3G59845.1","arabidopsis_thaliana","all life"
"000058124","AT4G13010","AT4G13010.1","arabidopsis_thaliana","all life"
"000058124","AT4G21580","AT4G21580.1","arabidopsis_thaliana","all life"
"000058124","AT4G22110","AT4G22110.2","arabidopsis_thaliana","all life"
"000058124","AT4G34230","AT4G34230.1","arabidopsis_thaliana","all life"
"000058124","AT4G37970","AT4G37970.1","arabidopsis_thaliana","all life"
"000058124","AT4G37980","AT4G37980.1","arabidopsis_thaliana","all life"
"000058124","AT4G37990","AT4G37990.1","arabidopsis_thaliana","all life"
"000058124","AT4G39330","AT4G39330.1","arabidopsis_thaliana","all life"
"000058124","AT5G24760","AT5G24760.1","arabidopsis_thaliana","all life"
"000058124","AT5G42250","AT5G42250.1","arabidopsis_thaliana","all life"
"000058124","AT5G43940","AT5G43940.2","arabidopsis_thaliana","all life"
"000058124","AT5G61510","AT5G61510.1","arabidopsis_thaliana","all life"
"000058124","AT5G63620","AT5G63620.1","arabidopsis_thaliana","all life"
"000058124","ENSDARG00000024278","ENSDARP00000042765","danio_rerio","all life"
"000058124","ENSDARG00000080010","ENSDARP00000099464","danio_rerio","all life"
"000058124","ENSDARG00000087262","ENSDARP00000117359","danio_rerio","all life"
"000058124","ENSDARG00000088366","ENSDARP00000096381","danio_rerio","all life"
"000058124","ENSDARG00000091211","ENSDARP00000024643","danio_rerio","all life"
"000058124","ENSG00000115129","ENSP00000238721","homo_sapiens","all life"
"000058124","ENSG00000130347","ENSP00000358059","homo_sapiens","all life"
"000058124","ENSG00000140043","ENSP00000452280","homo_sapiens","all life"
"000058124","ENSG00000172955","ENSP00000378359","homo_sapiens","all life"
"000058124","ENSG00000180011","ENSP00000323678","homo_sapiens","all life"
"000058124","ENSG00000187758","ENSP00000209668","homo_sapiens","all life"
"000058124","ENSG00000196616","ENSP00000306606","homo_sapiens","all life"
"000058124","ENSG00000197894","ENSP00000296412","homo_sapiens","all life"
"000058124","ENSG00000198099","ENSP00000424630","homo_sapiens","all life"
"000058124","ENSG00000248144","ENSP00000426083","homo_sapiens","all life"
"000058124","ENSG00000258653","ENSP00000451484","homo_sapiens","all life"
"000058124","ENSMUSG00000074207","ENSMUSP00000004232","mus_musculus","all life"
"000058124","FBgn0011768","FBpp0081767","drosophila_melanogaster","all life"
"000058124","FBgn0033188","FBpp0088031","drosophila_melanogaster","all life"
"000058124","SPAC2E1P3.01","SPAC2E1P3.01.1:pep","schizosaccharomyces_pombe","all life"
"000058124","SPAPB24D3.08c","SPAPB24D3.08c.1:pep","schizosaccharomyces_pombe","all life"
"000058124","SPBC1198.01","SPBC1198.01.1:pep","schizosaccharomyces_pombe","all life"
"000058124","SPBC1539.07c","SPBC1539.07c.1:pep","schizosaccharomyces_pombe","all life"
"000058124","SPBC1773.05c","SPBC1773.05c.1:pep","schizosaccharomyces_pombe","all life"
"000058124","SPBC1773.06c","SPBC1773.06c.1:pep","schizosaccharomyces_pombe","all life"
"000058124","SPBC337.11","SPBC337.11.1:pep","schizosaccharomyces_pombe","all life"
"000058124","SPCC13B11.01","SPCC13B11.01.1:pep","schizosaccharomyces_pombe","all life"
"000058124","SPCC13B11.04c","SPCC13B11.04c.1:pep","schizosaccharomyces_pombe","all life"
"000058124","WBGene00010790","K12G11.3.1","caenorhabditis_elegans","all life"
"000058124","WBGene00010791","K12G11.4.1","caenorhabditis_elegans","all life"
"000058124","WBGene00014096","ZK829.7.1","caenorhabditis_elegans","all life"
"000058124","WBGene00017060","D2063.1.1","caenorhabditis_elegans","all life"
"000058124","WBGene00019240","H24K24.3b.1","caenorhabditis_elegans","all life"
"000058124","YAL060W","YAL060W","saccharomyces_cerevisiae","all life"
"000058124","YAL061W","YAL061W","saccharomyces_cerevisiae","all life"
"000058124","YBL068W-A","YBL068W-A","saccharomyces_cerevisiae","all life"
"000058124","YBL069W","YBL069W","saccharomyces_cerevisiae","all life"
"000058124","YBR145W","YBR145W","saccharomyces_cerevisiae","all life"
"000058124","YCR102C","YCR102C","saccharomyces_cerevisiae","all life"
"000058124","YCR105W","YCR105W","saccharomyces_cerevisiae","all life"
"000058124","YDL168W","YDL168W","saccharomyces_cerevisiae","all life"
"000058124","YDL246C","YDL246C","saccharomyces_cerevisiae","all life"
"000058124","YER101C","YER101C","saccharomyces_cerevisiae","all life"
"000058124","YJR159W","YJR159W","saccharomyces_cerevisiae","all life"
"000058124","YLR070C","YLR070C","saccharomyces_cerevisiae","all life"
"000058124","YLR460C","YLR460C","saccharomyces_cerevisiae","all life"
"000058124","YML131W","YML131W","saccharomyces_cerevisiae","all life"
"000058124","YMR083W","YMR083W","saccharomyces_cerevisiae","all life"
"000058124","YMR303C","YMR303C","saccharomyces_cerevisiae","all life"
"000058124","YMR318C","YMR318C","saccharomyces_cerevisiae","all life"
"000058124","YNL134C","YNL134C","saccharomyces_cerevisiae","all life"
"000058124","YOL086C","YOL086C","saccharomyces_cerevisiae","all life"
"000058124","b0325","AAC73428","escherichia_coli","all life"
"000058124","b0356","AAC73459","escherichia_coli","all life"
"000058124","b0608","AAC73709","escherichia_coli","all life"
"000058124","b1313","AAC74395","escherichia_coli","all life"
"000058124","b1478","AAC74551","escherichia_coli","all life"
"000058124","b1580","AAC74652","escherichia_coli","all life"
"000058124","b1774","AAC74844","escherichia_coli","all life"
"000058124","b1776","AAC74846","escherichia_coli","all life"
"000058124","b2091","AAC75152","escherichia_coli","all life"
"000058124","b2545","AAC75598","escherichia_coli","all life"
"000058124","b3253","AAC76285","escherichia_coli","all life"
"000058124","b3616","AAC76640","escherichia_coli","all life"
"000058124","b4267","AAC77224","escherichia_coli","all life"
"000058124","b4269","AAC77226","escherichia_coli","all life"
"000058124","b4358","AAC77314","escherichia_coli","all life"
"000058124","b4465","AAT48154","escherichia_coli","all life"
"000058125","AT1G22430","AT1G22430.1","arabidopsis_thaliana","all life"
"000058125","AT1G22440","AT1G22440.1","arabidopsis_thaliana","all life"
"000058125","AT1G32780","AT1G32780.1","arabidopsis_thaliana","all life"
"000058125","AT1G64710","AT1G64710.1","arabidopsis_thaliana","all life"
"000058125","AT1G72680","AT1G72680.1","arabidopsis_thaliana","all life"
"000058125","AT1G77120","AT1G77120.1","arabidopsis_thaliana","all life"
"000058125","AT2G21730","AT2G21730.1","arabidopsis_thaliana","all life"
"000058125","AT2G21890","AT2G21890.1","arabidopsis_thaliana","all life"
"000058125","AT3G15090","AT3G15090.1","arabidopsis_thaliana","all life"
"000058125","AT3G19450","AT3G19450.1","arabidopsis_thaliana","all life"
"000058125","AT3G56460","AT3G56460.1","arabidopsis_thaliana","all life"
"000058125","AT3G59845","AT3G59845.1","arabidopsis_thaliana","all life"
"000058125","AT4G13010","AT4G13010.1","arabidopsis_thaliana","all life"
"000058125","AT4G21580","AT4G21580.1","arabidopsis_thaliana","all life"
"000058125","AT4G22110","AT4G22110.2","arabidopsis_thaliana","all life"
"000058125","AT4G34230","AT4G34230.1","arabidopsis_thaliana","all life"
"000058125","AT4G37970","AT4G37970.1","arabidopsis_thaliana","all life"
"000058125","AT4G37980","AT4G37980.1","arabidopsis_thaliana","all life"
"000058125","AT4G37990","AT4G37990.1","arabidopsis_thaliana","all life"
"000058125","AT4G39330","AT4G39330.1","arabidopsis_thaliana","all life"
"000058125","AT5G24760","AT5G24760.1","arabidopsis_thaliana","all life"
"000058125","AT5G42250","AT5G42250.1","arabidopsis_thaliana","all life"
"000058125","AT5G43940","AT5G43940.2","arabidopsis_thaliana","all life"
"000058125","AT5G61510","AT5G61510.1","arabidopsis_thaliana","all life"
"000058125","AT5G63620","AT5G63620.1","arabidopsis_thaliana","all life"
"000058125","ENSDARG00000024278","ENSDARP00000042765","danio_rerio","all life"
"000058125","ENSDARG00000080010","ENSDARP00000099464","danio_rerio","all life"
"000058125","ENSDARG00000087262","ENSDARP00000117359","danio_rerio","all life"
"000058125","ENSDARG00000088366","ENSDARP00000096381","danio_rerio","all life"
"000058125","ENSDARG00000091211","ENSDARP00000024643","danio_rerio","all life"
"000058125","ENSG00000115129","ENSP00000238721","homo_sapiens","all life"
"000058125","ENSG00000130347","ENSP00000358059","homo_sapiens","all life"
"000058125","ENSG00000140043","ENSP00000452280","homo_sapiens","all life"
"000058125","ENSG00000172955","ENSP00000378359","homo_sapiens","all life"
"000058125","ENSG00000180011","ENSP00000323678","homo_sapiens","all life"
"000058125","ENSG00000187758","ENSP00000209668","homo_sapiens","all life"
"000058125","ENSG00000196344","ENSP00000420269","homo_sapiens","all life"
"000058125","ENSG00000196616","ENSP00000306606","homo_sapiens","all life"
"000058125","ENSG00000197894","ENSP00000296412","homo_sapiens","all life"
"000058125","ENSG00000198099","ENSP00000424630","homo_sapiens","all life"
"000058125","ENSG00000248144","ENSP00000426083","homo_sapiens","all life"
"000058125","ENSG00000258653","ENSP00000451484","homo_sapiens","all life"
"000058125","ENSMUSG00000055301","ENSMUSP00000087633","mus_musculus","all life"
"000058125","FBgn0011768","FBpp0081767","drosophila_melanogaster","all life"
"000058125","FBgn0033188","FBpp0088031","drosophila_melanogaster","all life"
"000058125","SPAC2E1P3.01","SPAC2E1P3.01.1:pep","schizosaccharomyces_pombe","all life"
"000058125","SPAPB24D3.08c","SPAPB24D3.08c.1:pep","schizosaccharomyces_pombe","all life"
"000058125","SPBC1198.01","SPBC1198.01.1:pep","schizosaccharomyces_pombe","all life"
"000058125","SPBC1539.07c","SPBC1539.07c.1:pep","schizosaccharomyces_pombe","all life"
"000058125","SPBC1773.05c","SPBC1773.05c.1:pep","schizosaccharomyces_pombe","all life"
"000058125","SPBC1773.06c","SPBC1773.06c.1:pep","schizosaccharomyces_pombe","all life"
"000058125","SPBC337.11","SPBC337.11.1:pep","schizosaccharomyces_pombe","all life"
"000058125","SPCC13B11.01","SPCC13B11.01.1:pep","schizosaccharomyces_pombe","all life"
"000058125","SPCC13B11.04c","SPCC13B11.04c.1:pep","schizosaccharomyces_pombe","all life"
"000058125","WBGene00010790","K12G11.3.1","caenorhabditis_elegans","all life"
"000058125","WBGene00010791","K12G11.4.1","caenorhabditis_elegans","all life"
"000058125","WBGene00014096","ZK829.7.1","caenorhabditis_elegans","all life"
"000058125","WBGene00017060","D2063.1.1","caenorhabditis_elegans","all life"
"000058125","WBGene00019240","H24K24.3b.1","caenorhabditis_elegans","all life"
"000058125","YAL060W","YAL060W","saccharomyces_cerevisiae","all life"
"000058125","YAL061W","YAL061W","saccharomyces_cerevisiae","all life"
"000058125","YBL068W-A","YBL068W-A","saccharomyces_cerevisiae","all life"
"000058125","YBL069W","YBL069W","saccharomyces_cerevisiae","all life"
"000058125","YBR145W","YBR145W","saccharomyces_cerevisiae","all life"
"000058125","YCR102C","YCR102C","saccharomyces_cerevisiae","all life"
"000058125","YCR105W","YCR105W","saccharomyces_cerevisiae","all life"
"000058125","YDL168W","YDL168W","saccharomyces_cerevisiae","all life"
"000058125","YDL246C","YDL246C","saccharomyces_cerevisiae","all life"
"000058125","YER101C","YER101C","saccharomyces_cerevisiae","all life"
"000058125","YJR159W","YJR159W","saccharomyces_cerevisiae","all life"
"000058125","YLR070C","YLR070C","saccharomyces_cerevisiae","all life"
"000058125","YLR460C","YLR460C","saccharomyces_cerevisiae","all life"
"000058125","YML131W","YML131W","saccharomyces_cerevisiae","all life"
"000058125","YMR083W","YMR083W","saccharomyces_cerevisiae","all life"
"000058125","YMR303C","YMR303C","saccharomyces_cerevisiae","all life"
"000058125","YMR318C","YMR318C","saccharomyces_cerevisiae","all life"
"000058125","YNL134C","YNL134C","saccharomyces_cerevisiae","all life"
"000058125","YOL086C","YOL086C","saccharomyces_cerevisiae","all life"
"000058125","b0325","AAC73428","escherichia_coli","all life"
"000058125","b0356","AAC73459","escherichia_coli","all life"
"000058125","b0608","AAC73709","escherichia_coli","all life"
"000058125","b1313","AAC74395","escherichia_coli","all life"
"000058125","b1478","AAC74551","escherichia_coli","all life"
"000058125","b1580","AAC74652","escherichia_coli","all life"
"000058125","b1774","AAC74844","escherichia_coli","all life"
"000058125","b1776","AAC74846","escherichia_coli","all life"
"000058125","b2091","AAC75152","escherichia_coli","all life"
"000058125","b2545","AAC75598","escherichia_coli","all life"
"000058125","b3253","AAC76285","escherichia_coli","all life"
"000058125","b3616","AAC76640","escherichia_coli","all life"
"000058125","b4267","AAC77224","escherichia_coli","all life"
"000058125","b4269","AAC77226","escherichia_coli","all life"
"000058125","b4358","AAC77314","escherichia_coli","all life"
"000058125","b4465","AAT48154","escherichia_coli","all life"
"000058150","AT5G09650","AT5G09650.1","arabidopsis_thaliana","all life"
"000058150","ENSDARG00000009685","ENSDARP00000138824","danio_rerio","all life"
"000058150","ENSG00000138777","ENSP00000343885","homo_sapiens","all life"
"000058150","ENSG00000180817","ENSP00000362329","homo_sapiens","all life"
"000058150","ENSMUSG00000028013","ENSMUSP00000029644","mus_musculus","all life"
"000058150","FBgn0016687","FBpp0072250","drosophila_melanogaster","all life"
"000058150","SPAC23C11.05","SPAC23C11.05.1:pep","schizosaccharomyces_pombe","all life"
"000058150","WBGene00008149","C47E12.4c.3","caenorhabditis_elegans","all life"
"000058150","YBR011C","YBR011C","saccharomyces_cerevisiae","all life"
"000058150","b4226","AAC77183","escherichia_coli","all life"
"000058159","AT1G19920","AT1G19920.1","arabidopsis_thaliana","all life"
"000058159","AT3G22890","AT3G22890.1","arabidopsis_thaliana","all life"
"000058159","AT4G14680","AT4G14680.2","arabidopsis_thaliana","all life"
"000058159","AT5G43780","AT5G43780.1","arabidopsis_thaliana","all life"
"000058159","ENSDARG00000057099","ENSDARP00000011735","danio_rerio","all life"
"000058159","ENSG00000138801","ENSP00000265174","homo_sapiens","all life"
"000058159","ENSG00000198682","ENSP00000406157","homo_sapiens","all life"
"000058159","ENSMUSG00000028032","ENSMUSP00000029666","mus_musculus","all life"
"000058159","FBgn0020389","FBpp0074657","drosophila_melanogaster","all life"
"000058159","SPAC1782.11","SPAC1782.11.1:pep","schizosaccharomyces_pombe","all life"
"000058159","WBGene00004091","T14G10.1b.1","caenorhabditis_elegans","all life"
"000058159","YKL001C","YKL001C","saccharomyces_cerevisiae","all life"
"000058159","b2750","AAC75792","escherichia_coli","all life"
"000058166","AT1G80600","AT1G80600.1","arabidopsis_thaliana","all life"
"000058166","AT2G38400","AT2G38400.2","arabidopsis_thaliana","all life"
"000058166","AT3G08860","AT3G08860.1","arabidopsis_thaliana","all life"
"000058166","AT3G22200","AT3G22200.2","arabidopsis_thaliana","all life"
"000058166","AT3G48730","AT3G48730.1","arabidopsis_thaliana","all life"
"000058166","AT4G39660","AT4G39660.1","arabidopsis_thaliana","all life"
"000058166","AT5G57590","AT5G57590.1","arabidopsis_thaliana","all life"
"000058166","AT5G63570","AT5G63570.1","arabidopsis_thaliana","all life"
"000058166","ENSDARG00000035544","ENSDARP00000051523","danio_rerio","all life"
"000058166","ENSG00000065154","ENSP00000357838","homo_sapiens","all life"
"000058166","ENSG00000164089","ENSP00000296486","homo_sapiens","all life"
"000058166","ENSMUSG00000019232","ENSMUSP00000072121","mus_musculus","all life"
"000058166","FBgn0036381","FBpp0075543","drosophila_melanogaster","all life"
"000058166","SPAC1039.07c","SPAC1039.07c.1:pep","schizosaccharomyces_pombe","all life"
"000058166","SPAC27F1.05c","SPAC27F1.05c.1:pep","schizosaccharomyces_pombe","all life"
"000058166","SPBC1773.03c","SPBC1773.03c.1:pep","schizosaccharomyces_pombe","all life"
"000058166","SPCC417.11c","SPCC417.11c.1:pep","schizosaccharomyces_pombe","all life"
"000058166","SPCC777.09c","SPCC777.09c.1:pep","schizosaccharomyces_pombe","all life"
"000058166","WBGene00020139","T01B11.2a.1","caenorhabditis_elegans","all life"
"000058166","YNR058W","YNR058W","saccharomyces_cerevisiae","all life"
"000058166","YOL140W","YOL140W","saccharomyces_cerevisiae","all life"
"000058166","b0154","AAC73265","escherichia_coli","all life"
"000058166","b0774","AAC73861","escherichia_coli","all life"
"000058166","b1302","AAC74384","escherichia_coli","all life"
"000058166","b1748","AAC74818","escherichia_coli","all life"
"000058166","b2662","AAC75709","escherichia_coli","all life"
"000058166","b3073","AAC76108","escherichia_coli","all life"
"000058166","b3359","AAC76384","escherichia_coli","all life"
"000058226","AT1G09080","AT1G09080.1","arabidopsis_thaliana","all life"
"000058226","AT1G11660","AT1G11660.3","arabidopsis_thaliana","all life"
"000058226","AT1G16030","AT1G16030.1","arabidopsis_thaliana","all life"
"000058226","AT1G56410","AT1G56410.1","arabidopsis_thaliana","all life"
"000058226","AT1G79920","AT1G79920.2","arabidopsis_thaliana","all life"
"000058226","AT1G79930","AT1G79930.1","arabidopsis_thaliana","all life"
"000058226","AT2G32120","AT2G32120.1","arabidopsis_thaliana","all life"
"000058226","AT3G09440","AT3G09440.2","arabidopsis_thaliana","all life"
"000058226","AT3G12580","AT3G12580.1","arabidopsis_thaliana","all life"
"000058226","AT4G24280","AT4G24280.1","arabidopsis_thaliana","all life"
"000058226","AT5G02490","AT5G02490.1","arabidopsis_thaliana","all life"
"000058226","AT5G02500","AT5G02500.1","arabidopsis_thaliana","all life"
"000058226","AT5G28540","AT5G28540.1","arabidopsis_thaliana","all life"
"000058226","AT5G42020","AT5G42020.3","arabidopsis_thaliana","all life"
"000058226","AT5G49910","AT5G49910.1","arabidopsis_thaliana","all life"
"000058226","ENSDARG00000053544","ENSDARP00000127657","danio_rerio","all life"
"000058226","ENSG00000120694","ENSP00000487365","homo_sapiens","all life"
"000058226","ENSG00000126803","ENSP00000378199","homo_sapiens","all life"
"000058226","ENSG00000164070","ENSP00000296464","homo_sapiens","all life"
"000058226","ENSG00000187522","ENSP00000367623","homo_sapiens","all life"
"000058226","ENSG00000204388","ENSP00000364801","homo_sapiens","all life"
"000058226","ENSG00000204389","ENSP00000364802","homo_sapiens","all life"
"000058226","ENSG00000204390","ENSP00000364805","homo_sapiens","all life"
"000058226","ENSMUSG00000025757","ENSMUSP00000145468","mus_musculus","all life"
"000058226","FBgn0026418","FBpp0292999","drosophila_melanogaster","all life"
"000058226","SPAC110.04c","SPAC110.04c.1:pep","schizosaccharomyces_pombe","all life"
"000058226","SPAC1F5.06","SPAC1F5.06.1:pep","schizosaccharomyces_pombe","all life"
"000058226","SPAC22A12.15c","SPAC22A12.15c.1:pep","schizosaccharomyces_pombe","all life"
"000058226","WBGene00002026","C12C8.1.1","caenorhabditis_elegans","all life"
"000058226","WBGene00009691","F44E5.4.1","caenorhabditis_elegans","all life"
"000058226","WBGene00009692","F44E5.5.1","caenorhabditis_elegans","all life"
"000058226","WBGene00016250","C30C11.4.2","caenorhabditis_elegans","all life"
"000058226","YAL005C","YAL005C","saccharomyces_cerevisiae","all life"
"000058226","YBL075C","YBL075C","saccharomyces_cerevisiae","all life"
"000058226","YBR169C","YBR169C","saccharomyces_cerevisiae","all life"
